"orderid","date","customerid","product","quantity","unitprice","shippingaddress","paymentmethod","orderstatus","trackingnumber","itemsincart","couponcode","referralsource","totalprice"
"ORD200469","2023-11-26","C13877","Chair",5,676.98,"893 Main St","Cash","Cancelled","TRK17254691",5,"No Coupon","Facebook",3384.90
"ORD200470","2023-09-29","C25149","Tablet",4,263.62,"672 Main St","Cash","Shipped","TRK33538608",5,"SAVE10","Email",1054.48
"ORD200471","2025-04-19","C52717","Desk",5,551.27,"395 Main St","Online","Cancelled","TRK27625571",7,"FREESHIP","Referral",2756.35
"ORD200473","2025-02-25","C28552","Chair",2,14.93,"449 Main St","Online","Shipped","TRK71597160",4,"No Coupon","Facebook",29.86
"ORD200475","2025-04-19","C29844","Tablet",2,438.62,"363 Main St","Cash","Cancelled","TRK91642337",3,"SAVE10","Facebook",877.24
"ORD200476","2024-01-15","C77872","Phone",2,513.59,"867 Main St","Online","Returned","TRK19292184",4,"FREESHIP","Referral",1027.18
"ORD200477","2025-03-05","C56564","Phone",2,253.74,"481 Main St","Online","Shipped","TRK13166044",5,"SAVE10","Google",507.48
"ORD200482","2025-03-02","C35852","Monitor",3,381.41,"989 Main St","Online","Pending","TRK22302049",6,"No Coupon","Instagram",1144.23
"ORD200483","2023-01-18","C66462","Phone",5,347.92,"982 Main St","Cash","Pending","TRK52743700",6,"WINTER15","Google",1739.60
"ORD200484","2024-05-29","C29092","Chair",4,15.01,"767 Main St","Cash","Cancelled","TRK90455340",6,"No Coupon","Facebook",60.04
"ORD200485","2023-08-01","C46651","Chair",3,404.79,"764 Main St","Cash","Shipped","TRK67679195",6,"SAVE10","Instagram",1214.37
"ORD200486","2023-02-03","C88981","Printer",4,611.26,"558 Main St","Cash","Shipped","TRK75267873",5,"SAVE10","Referral",2445.04
"ORD200488","2024-12-05","C81573","Chair",1,36.65,"556 Main St","Online","Cancelled","TRK96522994",1,"WINTER15","Email",36.65
"ORD200490","2024-07-22","C50097","Chair",5,467.81,"539 Main St","Online","Cancelled","TRK62785150",10,"No Coupon","Facebook",2339.05
"ORD200491","2023-01-05","C98168","Phone",5,420.70,"481 Main St","Cash","Pending","TRK56423359",5,"WINTER15","Facebook",2103.50
"ORD200496","2025-03-14","C93618","Printer",3,201.21,"249 Main St","Online","Cancelled","TRK66129326",3,"SAVE10","Google",603.63
"ORD200498","2023-07-12","C73961","Tablet",4,132.56,"306 Main St","Cash","Returned","TRK32607173",8,"WINTER15","Instagram",530.24
"ORD200500","2024-04-07","C79475","Laptop",5,508.59,"169 Main St","Cash","Returned","TRK42168516",8,"WINTER15","Facebook",2542.95
"ORD200503","2023-08-31","C64554","Tablet",3,136.84,"498 Main St","Online","Pending","TRK95384568",4,"FREESHIP","Facebook",410.52
"ORD200504","2025-06-11","C11676","Monitor",2,464.50,"805 Main St","Online","Cancelled","TRK35726395",2,"WINTER15","Instagram",929.00
"ORD200505","2023-06-11","C36014","Printer",2,434.97,"558 Main St","Online","Shipped","TRK97246526",7,"No Coupon","Email",869.94
"ORD200506","2023-07-25","C23279","Monitor",2,43.67,"696 Main St","Cash","Returned","TRK58039693",4,"WINTER15","Instagram",87.34
"ORD200508","2025-05-14","C39550","Phone",1,558.27,"976 Main St","Online","Delivered","TRK24120267",1,"No Coupon","Referral",558.27
"ORD200509","2023-02-15","C68937","Laptop",2,425.03,"560 Main St","Cash","Returned","TRK31908657",2,"WINTER15","Google",850.06
"ORD200511","2024-03-15","C11415","Monitor",5,575.24,"267 Main St","Cash","Delivered","TRK65061457",7,"WINTER15","Email",2876.20
"ORD200512","2024-09-27","C14114","Desk",3,568.02,"856 Main St","Online","Pending","TRK63290700",3,"FREESHIP","Instagram",1704.06
"ORD200516","2024-04-07","C47022","Monitor",3,166.99,"208 Main St","Cash","Returned","TRK28855040",8,"No Coupon","Facebook",500.97
"ORD200517","2024-04-09","C55205","Tablet",4,198.35,"943 Main St","Cash","Cancelled","TRK88141634",7,"FREESHIP","Google",793.40
"ORD200518","2025-06-13","C30686","Printer",4,403.58,"319 Main St","Online","Pending","TRK59807273",9,"SAVE10","Referral",1614.32
"ORD200520","2023-03-10","C66332","Monitor",3,635.98,"959 Main St","Cash","Returned","TRK27063398",5,"No Coupon","Referral",1907.94
"ORD200526","2024-02-29","C91201","Desk",2,46.50,"837 Main St","Cash","Returned","TRK63526023",7,"WINTER15","Google",93.00
"ORD200529","2024-04-07","C21181","Tablet",2,675.10,"938 Main St","Cash","Pending","TRK50363421",4,"FREESHIP","Google",1350.20
"ORD200530","2024-07-18","C98450","Chair",4,89.41,"613 Main St","Online","Pending","TRK14809530",9,"No Coupon","Google",357.64
"ORD200532","2025-05-03","C47365","Laptop",2,41.00,"369 Main St","Online","Delivered","TRK42207882",7,"No Coupon","Email",82.00
"ORD200535","2024-07-24","C48649","Monitor",3,68.12,"332 Main St","Online","Cancelled","TRK45821445",3,"FREESHIP","Email",204.36
"ORD200536","2024-06-09","C18724","Chair",1,616.10,"124 Main St","Cash","Returned","TRK52508861",6,"No Coupon","Email",616.10
"ORD200537","2025-03-23","C68553","Tablet",3,247.47,"385 Main St","Online","Delivered","TRK58218971",4,"SAVE10","Facebook",742.41
"ORD200538","2024-05-24","C61280","Phone",3,490.74,"100 Main St","Cash","Shipped","TRK95487711",3,"WINTER15","Email",1472.22
"ORD200540","2024-01-29","C87281","Laptop",5,648.65,"852 Main St","Online","Pending","TRK81765057",7,"No Coupon","Referral",3243.25
"ORD200541","2023-08-07","C69009","Printer",5,456.06,"879 Main St","Cash","Pending","TRK61295842",10,"No Coupon","Instagram",2280.30
"ORD200542","2023-11-14","C49726","Tablet",1,17.98,"934 Main St","Cash","Cancelled","TRK20739460",6,"FREESHIP","Email",17.98
"ORD200543","2024-03-09","C37531","Desk",5,269.86,"354 Main St","Cash","Shipped","TRK93877673",6,"WINTER15","Facebook",1349.30
"ORD200545","2023-12-19","C74138","Monitor",2,98.47,"964 Main St","Cash","Returned","TRK74091695",3,"No Coupon","Instagram",196.94
"ORD200547","2023-08-20","C40427","Phone",1,613.98,"411 Main St","Online","Delivered","TRK25392280",4,"FREESHIP","Facebook",613.98
"ORD200548","2024-01-05","C17103","Printer",3,426.12,"922 Main St","Online","Delivered","TRK64398650",5,"WINTER15","Instagram",1278.36
"ORD200550","2023-10-29","C97485","Laptop",4,228.91,"573 Main St","Cash","Shipped","TRK81794737",4,"FREESHIP","Google",915.64
"ORD200552","2023-09-30","C21665","Chair",4,425.18,"560 Main St","Online","Returned","TRK29890761",8,"WINTER15","Facebook",1700.72
"ORD200554","2025-05-30","C61943","Laptop",2,492.90,"610 Main St","Cash","Returned","TRK66126496",5,"FREESHIP","Instagram",985.80
"ORD200555","2023-01-07","C88933","Tablet",1,92.04,"333 Main St","Cash","Shipped","TRK89306964",2,"No Coupon","Facebook",92.04
"ORD200558","2024-07-16","C76766","Phone",4,628.12,"485 Main St","Online","Delivered","TRK32052962",6,"WINTER15","Instagram",2512.48
"ORD200561","2023-01-31","C96822","Printer",2,494.78,"198 Main St","Online","Shipped","TRK89180077",2,"No Coupon","Google",989.56
"ORD200565","2023-05-14","C62042","Tablet",5,307.98,"214 Main St","Online","Pending","TRK42605492",10,"No Coupon","Facebook",1539.90
"ORD200566","2024-04-18","C83223","Phone",4,162.71,"167 Main St","Cash","Cancelled","TRK54339083",7,"FREESHIP","Email",650.84
"ORD200567","2024-09-30","C92575","Chair",5,492.94,"153 Main St","Cash","Shipped","TRK53579227",10,"FREESHIP","Email",2464.70
"ORD200568","2023-03-10","C29072","Laptop",2,343.99,"312 Main St","Online","Delivered","TRK72334047",4,"No Coupon","Google",687.98
"ORD200569","2025-03-22","C25783","Desk",5,250.68,"672 Main St","Cash","Shipped","TRK13289741",8,"SAVE10","Instagram",1253.40
"ORD200572","2023-11-11","C27438","Printer",1,70.32,"341 Main St","Cash","Returned","TRK69125497",4,"WINTER15","Facebook",70.32
"ORD200576","2024-05-29","C14457","Laptop",5,79.08,"747 Main St","Cash","Pending","TRK42517811",8,"No Coupon","Facebook",395.40
"ORD200577","2023-01-22","C77046","Tablet",4,185.41,"967 Main St","Online","Returned","TRK44401497",9,"WINTER15","Google",741.64
"ORD200579","2023-06-04","C73999","Tablet",2,187.88,"413 Main St","Online","Shipped","TRK67919507",4,"WINTER15","Facebook",375.76
"ORD200581","2024-11-11","C44674","Laptop",1,627.34,"942 Main St","Online","Delivered","TRK87158684",1,"No Coupon","Referral",627.34
"ORD200584","2025-03-21","C15257","Chair",4,145.05,"626 Main St","Online","Delivered","TRK28779938",6,"SAVE10","Google",580.20
"ORD200585","2023-08-20","C91486","Tablet",4,67.08,"907 Main St","Cash","Returned","TRK79617136",8,"WINTER15","Google",268.32
"ORD200589","2025-02-10","C84041","Laptop",2,500.80,"900 Main St","Cash","Delivered","TRK84920444",3,"FREESHIP","Referral",1001.60
"ORD200592","2024-04-23","C42306","Phone",3,204.27,"938 Main St","Online","Returned","TRK15499648",4,"No Coupon","Google",612.81
"ORD200595","2025-01-10","C72596","Printer",2,385.16,"491 Main St","Online","Pending","TRK83870446",7,"SAVE10","Email",770.32
"ORD200599","2023-06-30","C28740","Chair",3,556.99,"123 Main St","Online","Cancelled","TRK33642221",4,"FREESHIP","Facebook",1670.97
"ORD200602","2024-03-05","C35852","Tablet",4,26.04,"982 Main St","Online","Pending","TRK64660134",5,"SAVE10","Instagram",104.16
"ORD200603","2024-10-04","C26223","Tablet",1,657.07,"800 Main St","Cash","Pending","TRK50900547",4,"SAVE10","Google",657.07
"ORD200606","2024-11-06","C85018","Laptop",3,274.75,"783 Main St","Cash","Cancelled","TRK54128886",3,"SAVE10","Google",824.25
"ORD200607","2025-05-31","C96434","Printer",4,634.05,"282 Main St","Cash","Shipped","TRK56730647",6,"SAVE10","Google",2536.20
"ORD200608","2024-07-24","C32956","Laptop",5,543.16,"788 Main St","Online","Cancelled","TRK73140103",6,"SAVE10","Instagram",2715.80
"ORD200609","2025-01-27","C41137","Chair",3,449.13,"809 Main St","Cash","Returned","TRK52732162",5,"WINTER15","Referral",1347.39
"ORD200610","2024-06-16","C60361","Desk",5,389.62,"623 Main St","Cash","Returned","TRK83566924",7,"FREESHIP","Facebook",1948.10
"ORD200613","2024-12-19","C62405","Laptop",2,230.36,"154 Main St","Online","Returned","TRK14721763",4,"WINTER15","Email",460.72
"ORD200617","2024-02-08","C57093","Tablet",3,184.47,"834 Main St","Online","Cancelled","TRK75469057",4,"No Coupon","Referral",553.41
"ORD200626","2024-03-01","C45671","Tablet",2,657.48,"769 Main St","Online","Shipped","TRK18179773",5,"SAVE10","Referral",1314.96
"ORD200627","2023-08-06","C53334","Chair",3,498.68,"879 Main St","Online","Returned","TRK31724421",4,"FREESHIP","Email",1496.04
"ORD200628","2023-03-26","C18717","Printer",5,558.63,"861 Main St","Cash","Pending","TRK58568806",8,"FREESHIP","Referral",2793.15
"ORD200629","2023-07-07","C50137","Phone",3,19.73,"840 Main St","Online","Pending","TRK91836131",3,"No Coupon","Referral",59.19
"ORD200635","2023-12-13","C12818","Chair",3,63.68,"434 Main St","Cash","Returned","TRK40879983",6,"No Coupon","Facebook",191.04
"ORD200636","2023-10-05","C60384","Laptop",4,371.07,"336 Main St","Cash","Cancelled","TRK92080037",7,"WINTER15","Facebook",1484.28
"ORD200638","2023-10-15","C66840","Tablet",4,578.27,"547 Main St","Online","Delivered","TRK76929637",9,"WINTER15","Email",2313.08
"ORD200639","2023-01-20","C22534","Chair",1,529.19,"391 Main St","Cash","Cancelled","TRK17415798",5,"No Coupon","Referral",529.19
"ORD200643","2024-08-26","C77122","Laptop",1,438.37,"647 Main St","Cash","Cancelled","TRK75814880",4,"SAVE10","Referral",438.37
"ORD200644","2023-11-15","C86524","Chair",2,366.23,"961 Main St","Cash","Shipped","TRK62490506",2,"WINTER15","Email",732.46
"ORD200647","2025-04-24","C54409","Desk",3,339.39,"667 Main St","Cash","Returned","TRK67671316",7,"FREESHIP","Google",1018.17
"ORD200648","2025-01-18","C89674","Monitor",2,575.83,"182 Main St","Online","Delivered","TRK45902512",3,"WINTER15","Referral",1151.66
"ORD200652","2024-06-05","C71473","Chair",5,341.84,"328 Main St","Online","Shipped","TRK94857335",8,"FREESHIP","Instagram",1709.20
"ORD200657","2023-12-24","C19384","Tablet",4,87.79,"532 Main St","Cash","Cancelled","TRK33207064",6,"FREESHIP","Instagram",351.16
"ORD200662","2023-01-28","C98332","Laptop",3,438.89,"985 Main St","Cash","Returned","TRK85744797",3,"No Coupon","Facebook",1316.67
"ORD200664","2024-12-19","C14847","Laptop",4,194.75,"188 Main St","Cash","Shipped","TRK46492755",5,"No Coupon","Facebook",779.00
"ORD200665","2023-05-02","C83653","Tablet",4,231.26,"253 Main St","Online","Shipped","TRK32619935",6,"WINTER15","Google",925.04
"ORD200668","2024-07-05","C61257","Monitor",2,253.67,"981 Main St","Cash","Returned","TRK25226070",3,"WINTER15","Facebook",507.34
"ORD200677","2025-04-03","C56722","Tablet",5,22.07,"179 Main St","Online","Cancelled","TRK78778569",7,"FREESHIP","Instagram",110.35
"ORD200679","2023-02-02","C40798","Tablet",3,360.66,"304 Main St","Online","Returned","TRK66106697",5,"FREESHIP","Instagram",1081.98
"ORD200683","2025-05-18","C91591","Desk",4,652.48,"887 Main St","Cash","Pending","TRK23554043",5,"FREESHIP","Instagram",2609.92
"ORD200686","2023-10-09","C41903","Desk",3,53.60,"525 Main St","Cash","Pending","TRK59112382",4,"WINTER15","Facebook",160.80
"ORD200689","2023-08-29","C13186","Tablet",2,444.84,"787 Main St","Online","Shipped","TRK56967415",7,"No Coupon","Facebook",889.68
"ORD200691","2024-11-24","C36137","Laptop",3,239.08,"396 Main St","Cash","Shipped","TRK57376416",8,"No Coupon","Google",717.24
"ORD200694","2023-10-02","C92049","Printer",4,666.52,"619 Main St","Cash","Shipped","TRK32287092",8,"FREESHIP","Email",2666.08
"ORD200695","2024-11-23","C52604","Printer",5,101.30,"553 Main St","Online","Shipped","TRK48839788",7,"FREESHIP","Email",506.50
"ORD200697","2025-02-04","C27430","Printer",5,94.85,"788 Main St","Cash","Shipped","TRK45025840",6,"WINTER15","Email",474.25
"ORD200698","2023-01-04","C44366","Laptop",2,388.22,"169 Main St","Cash","Delivered","TRK48658394",2,"WINTER15","Instagram",776.44
"ORD200700","2024-09-25","C40201","Laptop",2,92.91,"555 Main St","Cash","Returned","TRK30198779",3,"WINTER15","Instagram",185.82
"ORD200703","2023-03-22","C89336","Desk",1,92.79,"799 Main St","Cash","Pending","TRK47665103",3,"WINTER15","Email",92.79
"ORD200704","2023-06-03","C96034","Desk",4,30.27,"819 Main St","Online","Delivered","TRK87261034",9,"FREESHIP","Google",121.08
"ORD200708","2025-03-04","C25268","Printer",1,665.11,"788 Main St","Cash","Pending","TRK20481215",3,"FREESHIP","Instagram",665.11
"ORD200709","2024-12-07","C17132","Desk",1,386.03,"855 Main St","Online","Pending","TRK37504692",4,"FREESHIP","Google",386.03
"ORD200711","2024-07-04","C61070","Tablet",2,475.78,"632 Main St","Online","Shipped","TRK90764894",2,"WINTER15","Google",951.56
"ORD200713","2025-06-21","C65056","Tablet",4,532.49,"638 Main St","Online","Cancelled","TRK31705278",6,"SAVE10","Facebook",2129.96
"ORD200715","2024-07-26","C68266","Printer",3,653.63,"281 Main St","Online","Delivered","TRK96161062",7,"FREESHIP","Email",1960.89
"ORD200717","2023-10-16","C50087","Chair",3,122.11,"707 Main St","Online","Delivered","TRK31143760",4,"WINTER15","Email",366.33
"ORD200720","2023-09-21","C12740","Desk",5,128.95,"305 Main St","Cash","Pending","TRK98506513",10,"FREESHIP","Instagram",644.75
"ORD200723","2023-12-09","C14455","Desk",3,54.95,"385 Main St","Cash","Returned","TRK50933724",8,"SAVE10","Referral",164.85
"ORD200726","2024-10-25","C18105","Laptop",4,583.02,"338 Main St","Online","Delivered","TRK94006117",4,"FREESHIP","Facebook",2332.08
"ORD200727","2024-09-29","C29063","Chair",5,95.75,"379 Main St","Online","Shipped","TRK92745947",8,"SAVE10","Instagram",478.75
"ORD200732","2025-03-07","C80987","Laptop",1,132.05,"787 Main St","Online","Delivered","TRK42187776",2,"No Coupon","Google",132.05
"ORD200733","2023-12-04","C90757","Tablet",4,494.84,"694 Main St","Cash","Returned","TRK87991608",8,"SAVE10","Email",1979.36
"ORD200737","2024-01-03","C91029","Phone",4,532.87,"972 Main St","Cash","Pending","TRK25501930",9,"FREESHIP","Instagram",2131.48
"ORD200739","2024-06-13","C35123","Phone",4,386.73,"513 Main St","Cash","Delivered","TRK58979275",4,"SAVE10","Facebook",1546.92
"ORD200740","2024-07-20","C10892","Desk",2,377.47,"433 Main St","Cash","Pending","TRK76154554",7,"No Coupon","Google",754.94
"ORD200742","2024-11-30","C41974","Laptop",3,699.93,"726 Main St","Cash","Returned","TRK48051468",7,"SAVE10","Google",2099.79
"ORD200744","2024-06-12","C10642","Tablet",2,461.37,"200 Main St","Cash","Delivered","TRK98725693",5,"SAVE10","Google",922.74
"ORD200746","2025-02-24","C32183","Desk",3,661.89,"551 Main St","Online","Cancelled","TRK76287027",6,"WINTER15","Referral",1985.67
"ORD200759","2023-07-24","C96283","Desk",3,308.01,"366 Main St","Cash","Pending","TRK91784124",3,"FREESHIP","Facebook",924.03
"ORD200762","2024-09-17","C12444","Phone",3,76.96,"611 Main St","Cash","Returned","TRK97621403",8,"FREESHIP","Email",230.88
"ORD200763","2023-04-06","C79142","Laptop",1,569.96,"533 Main St","Online","Delivered","TRK30915955",4,"FREESHIP","Email",569.96
"ORD200768","2023-09-04","C35987","Tablet",5,653.46,"165 Main St","Cash","Cancelled","TRK28918815",9,"WINTER15","Email",3267.30
"ORD200769","2023-07-06","C13366","Printer",4,678.55,"568 Main St","Cash","Delivered","TRK98691410",5,"No Coupon","Email",2714.20
"ORD200770","2024-02-11","C72166","Desk",1,314.38,"227 Main St","Online","Returned","TRK67733444",6,"No Coupon","Google",314.38
"ORD200772","2024-07-28","C33802","Monitor",1,604.87,"461 Main St","Online","Delivered","TRK25799478",4,"No Coupon","Instagram",604.87
"ORD200773","2025-06-28","C99205","Phone",2,512.33,"415 Main St","Cash","Cancelled","TRK48904015",7,"No Coupon","Facebook",1024.66
"ORD200775","2023-03-04","C73941","Phone",2,625.22,"569 Main St","Online","Cancelled","TRK22051900",5,"No Coupon","Google",1250.44
"ORD200776","2023-08-21","C69168","Tablet",1,21.19,"482 Main St","Cash","Returned","TRK10446197",5,"WINTER15","Google",21.19
"ORD200777","2025-03-21","C66116","Chair",5,64.49,"633 Main St","Online","Cancelled","TRK41967983",7,"No Coupon","Facebook",322.45
"ORD200780","2024-03-31","C41284","Laptop",4,184.48,"661 Main St","Online","Cancelled","TRK73613128",4,"WINTER15","Google",737.92
"ORD200782","2024-08-11","C58063","Monitor",2,493.63,"167 Main St","Online","Returned","TRK50548869",6,"SAVE10","Referral",987.26
"ORD200786","2023-08-23","C39130","Chair",5,45.31,"774 Main St","Online","Cancelled","TRK99583414",8,"No Coupon","Referral",226.55
"ORD200787","2024-03-17","C18167","Desk",4,221.96,"193 Main St","Cash","Delivered","TRK36841089",7,"No Coupon","Google",887.84
"ORD200788","2023-11-02","C47307","Chair",2,601.43,"761 Main St","Online","Pending","TRK43516112",5,"FREESHIP","Instagram",1202.86
"ORD200789","2023-08-17","C57276","Tablet",5,691.28,"183 Main St","Online","Delivered","TRK75899752",10,"SAVE10","Email",3456.40
"ORD200791","2024-01-13","C49710","Chair",4,409.28,"956 Main St","Cash","Pending","TRK92591237",8,"No Coupon","Email",1637.12
"ORD200794","2023-03-09","C76653","Printer",4,384.85,"988 Main St","Online","Delivered","TRK77052196",9,"FREESHIP","Instagram",1539.40
"ORD200795","2024-11-20","C95667","Laptop",4,115.77,"586 Main St","Online","Pending","TRK41266666",7,"SAVE10","Instagram",463.08
"ORD200800","2025-03-28","C34686","Tablet",1,68.39,"412 Main St","Online","Returned","TRK99468332",3,"WINTER15","Facebook",68.39
"ORD200804","2024-01-01","C76362","Chair",3,236.50,"916 Main St","Online","Delivered","TRK11868618",8,"FREESHIP","Email",709.50
"ORD200806","2023-09-01","C55819","Chair",5,253.75,"740 Main St","Online","Pending","TRK13775054",9,"WINTER15","Instagram",1268.75
"ORD200807","2024-11-10","C82344","Monitor",3,676.21,"260 Main St","Online","Delivered","TRK70957219",5,"SAVE10","Google",2028.63
"ORD200820","2023-05-27","C35377","Phone",5,623.81,"171 Main St","Cash","Returned","TRK17342157",6,"FREESHIP","Email",3119.05
"ORD200825","2025-03-26","C23899","Desk",5,271.69,"543 Main St","Online","Returned","TRK88914760",7,"FREESHIP","Instagram",1358.45
"ORD200826","2025-03-08","C43249","Printer",3,463.81,"283 Main St","Online","Returned","TRK32469820",8,"WINTER15","Email",1391.43
"ORD200827","2023-05-25","C95856","Tablet",2,639.88,"432 Main St","Cash","Delivered","TRK58829625",5,"WINTER15","Instagram",1279.76
"ORD200828","2024-07-24","C86266","Chair",4,404.58,"510 Main St","Cash","Shipped","TRK64576020",5,"FREESHIP","Instagram",1618.32
"ORD200830","2024-12-11","C90310","Tablet",4,190.64,"853 Main St","Cash","Delivered","TRK70028457",5,"SAVE10","Email",762.56
"ORD200831","2023-12-18","C20124","Printer",2,88.73,"140 Main St","Online","Pending","TRK61346824",5,"No Coupon","Google",177.46
"ORD200832","2024-03-12","C63372","Chair",5,485.71,"903 Main St","Online","Pending","TRK14661811",10,"SAVE10","Referral",2428.55
"ORD200834","2024-04-11","C98483","Printer",5,22.14,"456 Main St","Cash","Returned","TRK22084320",10,"No Coupon","Instagram",110.70
"ORD200837","2025-06-14","C88029","Chair",5,655.55,"282 Main St","Online","Delivered","TRK59701278",5,"No Coupon","Email",3277.75
"ORD200838","2024-04-11","C57798","Desk",4,577.08,"384 Main St","Online","Pending","TRK68797566",8,"No Coupon","Facebook",2308.32
"ORD200839","2023-08-24","C82858","Chair",3,197.97,"551 Main St","Online","Cancelled","TRK90618490",5,"No Coupon","Google",593.91
"ORD200842","2025-05-07","C78305","Laptop",3,364.14,"396 Main St","Online","Pending","TRK88312618",7,"WINTER15","Referral",1092.42
"ORD200844","2024-12-04","C47486","Chair",1,320.92,"883 Main St","Online","Returned","TRK75984759",5,"FREESHIP","Facebook",320.92
"ORD200847","2024-11-18","C48176","Printer",4,434.23,"670 Main St","Online","Shipped","TRK90560300",8,"FREESHIP","Email",1736.92
"ORD200848","2023-01-01","C54675","Chair",2,645.85,"634 Main St","Online","Shipped","TRK18049633",5,"No Coupon","Referral",1291.70
"ORD200851","2023-12-12","C80183","Laptop",1,365.57,"146 Main St","Online","Cancelled","TRK20814598",5,"SAVE10","Email",365.57
"ORD200853","2023-10-16","C10002","Printer",3,490.01,"894 Main St","Cash","Returned","TRK94641152",4,"SAVE10","Facebook",1470.03
"ORD200857","2024-03-10","C56506","Phone",3,257.84,"185 Main St","Online","Delivered","TRK86808324",4,"No Coupon","Instagram",773.52
"ORD200858","2023-08-20","C22167","Tablet",5,435.66,"891 Main St","Online","Pending","TRK70269748",9,"No Coupon","Facebook",2178.30
"ORD200860","2024-01-23","C69542","Printer",1,422.54,"876 Main St","Cash","Delivered","TRK20746505",1,"SAVE10","Google",422.54
"ORD200865","2023-04-30","C72241","Monitor",4,677.37,"156 Main St","Cash","Pending","TRK76270481",8,"SAVE10","Google",2709.48
"ORD200867","2024-05-26","C53252","Printer",4,142.58,"351 Main St","Cash","Delivered","TRK65831261",4,"FREESHIP","Facebook",570.32
"ORD200869","2024-03-17","C29905","Desk",2,533.95,"790 Main St","Online","Delivered","TRK16788127",5,"WINTER15","Google",1067.90
"ORD200872","2023-07-10","C59169","Chair",4,629.34,"172 Main St","Cash","Shipped","TRK90883858",7,"No Coupon","Email",2517.36
"ORD200873","2024-05-12","C53488","Desk",3,136.84,"448 Main St","Cash","Delivered","TRK27365050",3,"SAVE10","Facebook",410.52
"ORD200874","2023-10-31","C92180","Chair",2,488.90,"632 Main St","Cash","Delivered","TRK93315929",7,"FREESHIP","Facebook",977.80
"ORD200878","2023-06-01","C73873","Desk",2,330.69,"393 Main St","Online","Cancelled","TRK56423132",5,"SAVE10","Google",661.38
"ORD200880","2025-03-12","C85074","Laptop",4,233.70,"506 Main St","Online","Shipped","TRK63133878",8,"SAVE10","Facebook",934.80
"ORD200882","2025-06-28","C43335","Phone",2,274.12,"533 Main St","Cash","Delivered","TRK91848650",6,"FREESHIP","Referral",548.24
"ORD200883","2025-05-13","C43595","Printer",5,561.48,"451 Main St","Online","Delivered","TRK25317348",9,"FREESHIP","Facebook",2807.40
"ORD200891","2023-11-11","C36534","Monitor",3,654.54,"918 Main St","Cash","Returned","TRK38952138",7,"SAVE10","Referral",1963.62
"ORD200892","2024-06-04","C72043","Desk",1,394.53,"480 Main St","Cash","Shipped","TRK40896408",2,"FREESHIP","Referral",394.53
"ORD200893","2023-03-21","C99533","Monitor",1,678.01,"696 Main St","Cash","Pending","TRK55701253",4,"FREESHIP","Referral",678.01
"ORD200894","2023-05-23","C90852","Tablet",3,575.01,"852 Main St","Online","Cancelled","TRK37551831",8,"WINTER15","Instagram",1725.03
"ORD200898","2025-03-05","C44619","Monitor",3,158.37,"742 Main St","Cash","Shipped","TRK66662528",6,"No Coupon","Referral",475.11
"ORD200899","2025-04-23","C99904","Printer",2,323.37,"552 Main St","Online","Pending","TRK83843411",3,"SAVE10","Instagram",646.74
"ORD200904","2025-02-05","C16693","Monitor",4,237.43,"262 Main St","Cash","Cancelled","TRK41146508",8,"WINTER15","Referral",949.72
"ORD200906","2024-09-03","C49938","Monitor",1,62.12,"141 Main St","Cash","Returned","TRK80175572",2,"No Coupon","Email",62.12
"ORD200909","2024-05-27","C60203","Tablet",2,291.85,"569 Main St","Cash","Shipped","TRK76525279",5,"FREESHIP","Instagram",583.70
"ORD200910","2024-05-31","C36174","Printer",3,308.98,"348 Main St","Cash","Delivered","TRK26397548",3,"SAVE10","Instagram",926.94
"ORD200911","2024-08-13","C80872","Desk",5,396.86,"593 Main St","Cash","Cancelled","TRK43967487",9,"SAVE10","Instagram",1984.30
"ORD200912","2024-01-22","C67604","Desk",2,139.69,"318 Main St","Online","Returned","TRK85545920",7,"FREESHIP","Email",279.38
"ORD200916","2024-06-21","C35669","Printer",5,578.83,"165 Main St","Cash","Returned","TRK13928455",6,"No Coupon","Referral",2894.15
"ORD200918","2025-06-24","C74359","Laptop",5,368.25,"706 Main St","Online","Delivered","TRK18250450",5,"No Coupon","Instagram",1841.25
"ORD200919","2025-02-07","C92086","Printer",2,374.60,"187 Main St","Online","Shipped","TRK23357668",3,"FREESHIP","Referral",749.20
"ORD200924","2025-03-22","C81319","Printer",5,268.43,"991 Main St","Cash","Returned","TRK55330558",5,"SAVE10","Email",1342.15
"ORD200925","2024-12-20","C78500","Monitor",5,502.47,"304 Main St","Online","Shipped","TRK97460884",10,"WINTER15","Email",2512.35
"ORD200926","2024-03-20","C67533","Desk",1,26.95,"672 Main St","Cash","Delivered","TRK14566395",1,"WINTER15","Email",26.95
"ORD200932","2023-03-26","C26118","Laptop",2,72.39,"168 Main St","Online","Delivered","TRK15334251",7,"WINTER15","Instagram",144.78
"ORD200933","2023-01-26","C59685","Monitor",2,394.16,"255 Main St","Online","Shipped","TRK43718093",2,"No Coupon","Referral",788.32
"ORD200936","2024-01-12","C50612","Chair",4,56.66,"737 Main St","Online","Delivered","TRK44140968",4,"SAVE10","Instagram",226.64
"ORD200939","2025-04-16","C48510","Laptop",2,521.40,"212 Main St","Cash","Delivered","TRK53152886",7,"SAVE10","Instagram",1042.80
"ORD200940","2023-03-27","C74003","Printer",4,305.32,"679 Main St","Online","Cancelled","TRK91525779",4,"SAVE10","Google",1221.28
