"orderid","date","customerid","product","quantity","unitprice","shippingaddress","paymentmethod","orderstatus","trackingnumber","itemsincart","couponcode","referralsource","totalprice"
"ORD201025","2025-05-17","C28406","Chair",1,23.53,"174 Main St","Gift Card","Delivered","TRK98841457",2,"FREESHIP","Instagram",23.53
"ORD201026","2023-05-01","C55454","Monitor",1,677.48,"807 Main St","Online","Delivered","TRK13281370",1,"WINTER15","Facebook",677.48
"ORD201030","2023-10-02","C61773","Phone",4,245.28,"176 Main St","Credit Card","Delivered","TRK12936357",6,"WINTER15","Email",981.12
"ORD201032","2023-04-20","C26188","Chair",1,618.68,"990 Main St","Online","Delivered","TRK61634201",6,"WINTER15","Referral",618.68
"ORD201033","2024-12-24","C20338","Monitor",1,370.85,"331 Main St","Gift Card","Delivered","TRK30654048",2,"FREESHIP","Referral",370.85
"ORD201040","2023-11-15","C13169","Tablet",1,536.07,"932 Main St","Debit Card","Delivered","TRK66288666",5,"FREESHIP","Google",536.07
"ORD201044","2025-06-22","C63018","Printer",1,38.49,"215 Main St","Credit Card","Delivered","TRK52335337",4,"FREESHIP","Referral",38.49
"ORD201054","2023-11-29","C42949","Printer",1,660.66,"447 Main St","Debit Card","Delivered","TRK46415143",3,"WINTER15","Instagram",660.66
"ORD201055","2023-10-23","C10787","Monitor",4,274.82,"932 Main St","Debit Card","Delivered","TRK91512567",9,"WINTER15","Email",1099.28
"ORD201065","2023-10-30","C47778","Printer",5,666.80,"488 Main St","Debit Card","Delivered","TRK79504329",7,"SAVE10","Referral",3334.00
"ORD201075","2024-08-31","C40949","Monitor",2,552.63,"609 Main St","Debit Card","Delivered","TRK43066749",7,"WINTER15","Instagram",1105.26
"ORD201079","2024-06-20","C89979","Phone",5,634.00,"144 Main St","Gift Card","Delivered","TRK99055909",8,"No Coupon","Email",3170.00
"ORD201080","2023-01-20","C70613","Laptop",5,464.74,"438 Main St","Gift Card","Delivered","TRK33140293",7,"No Coupon","Referral",2323.70
"ORD201083","2024-07-09","C68508","Chair",1,123.28,"895 Main St","Credit Card","Delivered","TRK98960285",3,"SAVE10","Email",123.28
"ORD201092","2023-08-21","C38642","Laptop",5,209.20,"930 Main St","Debit Card","Delivered","TRK47744396",6,"WINTER15","Email",1046.00
"ORD201095","2024-04-23","C33051","Phone",2,441.54,"397 Main St","Online","Delivered","TRK92929755",2,"SAVE10","Email",883.08
"ORD201098","2023-06-17","C91103","Monitor",4,255.86,"155 Main St","Credit Card","Delivered","TRK91653000",7,"No Coupon","Email",1023.44
"ORD201103","2023-04-24","C90292","Laptop",4,276.32,"129 Main St","Online","Delivered","TRK26270357",5,"No Coupon","Google",1105.28
"ORD201112","2023-10-13","C76929","Desk",1,356.81,"563 Main St","Online","Delivered","TRK80694400",1,"WINTER15","Instagram",356.81
"ORD201113","2023-03-19","C52914","Desk",4,209.99,"168 Main St","Cash","Delivered","TRK80819053",8,"No Coupon","Google",839.96
"ORD201116","2023-10-14","C69149","Printer",2,531.49,"562 Main St","Credit Card","Delivered","TRK61265132",7,"WINTER15","Facebook",1062.98
"ORD201119","2024-11-24","C99024","Laptop",1,684.65,"250 Main St","Credit Card","Delivered","TRK24675988",1,"FREESHIP","Email",684.65
"ORD201126","2024-07-22","C34337","Phone",5,190.11,"325 Main St","Cash","Delivered","TRK36195559",7,"SAVE10","Google",950.55
"ORD201145","2025-05-12","C28152","Desk",3,571.53,"821 Main St","Debit Card","Delivered","TRK59642814",6,"FREESHIP","Facebook",1714.59
"ORD201155","2023-08-13","C41478","Printer",4,534.57,"667 Main St","Credit Card","Delivered","TRK62068126",6,"FREESHIP","Facebook",2138.28
"ORD201157","2024-05-29","C25841","Monitor",3,301.55,"242 Main St","Debit Card","Delivered","TRK21451375",5,"FREESHIP","Google",904.65
"ORD201162","2025-03-11","C29405","Phone",2,224.37,"251 Main St","Debit Card","Delivered","TRK33125798",3,"WINTER15","Referral",448.74
"ORD201164","2024-01-08","C65890","Tablet",5,315.57,"340 Main St","Debit Card","Delivered","TRK64530489",6,"WINTER15","Email",1577.85
"ORD201166","2023-07-31","C95568","Chair",3,324.47,"971 Main St","Cash","Delivered","TRK37075292",4,"WINTER15","Email",973.41
"ORD201168","2023-04-08","C89559","Laptop",2,331.42,"297 Main St","Credit Card","Delivered","TRK82838108",6,"WINTER15","Google",662.84
"ORD201171","2023-08-28","C39911","Phone",4,518.40,"699 Main St","Credit Card","Delivered","TRK80431998",7,"SAVE10","Facebook",2073.60
"ORD201187","2024-03-13","C26340","Desk",2,184.60,"562 Main St","Gift Card","Delivered","TRK59962703",7,"WINTER15","Email",369.20
"ORD201197","2023-07-13","C79674","Tablet",2,436.84,"275 Main St","Online","Delivered","TRK88039356",2,"FREESHIP","Instagram",873.68
